Название товара;Короткое описание товара;Полное описание товара;Скрыт ли товар на сайте?;Артикул;Цена продажи, без учёта скидок;Старая цена;Закупочная цена;Остаток;Ед. измерения;Изображения товара;Короткое SEO описание товара;Полное SEO описание товара;Заголовок страницы товара;Мета-тег keywords;Мета-тег description;URL переменная пути;Описание модификации товара;Идентификатор товара в магазине;Пользовательский идентификатор товара;Изображение модификации товара;Название х-ки товара №1;Значение х-ки товара №1;Название св-ва для модификации товара №1;Значение св-ва для модификации товара №1;Название св-ва для модификации товара №2;Значение св-ва для модификации товара №2
"Дорофеев (Перспектива) Математика 2кл. в 2-х ч. Р/Т  Ч.1 (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-090058-4;252,50;0,00;239,90;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 2кл. в 2-х ч. Р/Т  Ч.1 (ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-2kl-v-2-h-ch-R-T-Ch-1-FP2019-IP-Prosv;;180026662;55576941;;год выпуска;2021-2022;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 2 кл., ч.2. (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-087991-0;646,30;0,00;646,30;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 2 кл., ч.2. (ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-2-kl-ch-2-FP2019-IP-Prosv;;180026661;55588237;;год выпуска;2022;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 2 кл., ч.1. (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-087992-7;646,30;0,00;646,30;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 2 кл., ч.1. (ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-2-kl-ch-1-FP2019-IP-Prosv;;180026660;55588236;;год выпуска;2021-2022;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 2 кл. Тесты(ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-090055-3;182,10;0,00;173,00;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 2 кл. Тесты(ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-2-kl-Testy-FP2019-IP-Prosv;;180026659;55642919;;год выпуска;2021-2022;Автор;Миракова Т.Н.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 2 кл. Проверочные работы(ФП2019 ""ИП"")(Просв.)";;;1;978-5-09-090056-0;200,20;0,00;190,20;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 2 кл. Проверочные работы(ФП2019 ""ИП"")(Просв.)";;;Dorofeev-Perspektiva-Matematika-2-kl-Proverochnye-raboty-FP2019-IP-Prosv;;180026658;55618538;;год выпуска;2022;Автор;Миракова Т.Н., Никифорова Г.В.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 1кл. Рабочая тетрадь В двух частях. Часть 2.(ФП2019 ""ИП(Просв.)";;;1;978-5-09-089167-7;252,50;0,00;239,90;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 1кл. Рабочая тетрадь В двух частях. Часть 2.(ФП2019 ""ИП(Просв.)";;;Dorofeev-Perspektiva-Matematika-1kl-Rabochaya-tetrad-V-dvuh-chastyah-Chast-2-FP2019-IP-Prosv;;180026657;55576936;;год выпуска;2022;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 1кл. Рабочая тетрадь В двух частях. Часть 1.(ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-089166-0;252,50;0,00;239,90;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 1кл. Рабочая тетрадь В двух частях. Часть 1.(ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-1kl-Rabochaya-tetrad-V-dvuh-chastyah-Chast-1-FP2019-IP-Prosv;;180026656;55576934;;год выпуска;2022;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 1 кл.Тесты(ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-088288-0;155,70;0,00;147,90;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 1 кл.Тесты(ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-1-kl-Testy-FP2019-IP-Prosv;;180026655;55639980;;год выпуска;2022;Автор;Бука Т.Б.;Издательство;Просвещение
Дорофеев (Перспектива) Математика 1 кл.Тесты(ФП2014-18)(Просв.);;;1;978-5-09-034162-2;26,00;0,00;26,00;1,00000;шт;;;;Дорофеев (Перспектива) Математика 1 кл.Тесты(ФП2014-18)(Просв.);;;Dorofeev-Perspektiva-Matematika-1-kl-Testy-FP2014-18-Prosv;;180026654;55609540;;год выпуска;2018;Автор;Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 1 кл., ч.2. (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-078889-2;588,00;0,00;588,00;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 1 кл., ч.2. (ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-1-kl-ch-2-FP2019-IP-Prosv;;180026653;55613246;;год выпуска;2020-2021;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 1 кл., ч.1. (ФП2019 ""ИП"")(Просв.)";;;1;978-5-09-078888-5;588,00;0,00;588,00;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 1 кл., ч.1. (ФП2019 ""ИП"")(Просв.)";;;Dorofeev-Perspektiva-Matematika-1-kl-ch-1-FP2019-IP-Prosv;;180026652;55613245;;год выпуска;2020-2021;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 1 кл. Проверочные работы (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-094463-2;202,40;0,00;192,30;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 1 кл. Проверочные работы (ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-1-kl-Proverochnye-raboty-FP2019-IP-Prosv;;180026651;55639576;;год выпуска;2021-2022;Автор;Бука Т.Б.;Издательство;Просвещение
Готовимся к Всероссийской проверочной работе. Русский язык. Рабочая тетрадь 4 кл. (Просв.);;;1;978-5-09-089510-1;203,00;0,00;192,90;1,00000;шт;;;;Готовимся к Всероссийской проверочной работе. Русский язык. Рабочая тетрадь 4 кл. (Просв.);;;Gotovimsya-k-Vserossijskoj-proverochnoj-rabote-Russkij-yazyk-Rabochaya-tetrad-4-kl-Prosv;;180026650;65646955;;год выпуска;2021-2022;Автор;Кузнецова М.И., Ковалева Г.С.;Издательство;Просвещение
Готовимся к Всероссийской проверочной работе. Окружающий мир. Рабочая тетрадь 4 кл. (Просв.);;;1;978-5-09-090067-6;275,00;0,00;261,30;1,00000;шт;;;;Готовимся к Всероссийской проверочной работе. Окружающий мир. Рабочая тетрадь 4 кл. (Просв.);;;Gotovimsya-k-Vserossijskoj-proverochnoj-rabote-Okruzhayushhij-mir-Rabochaya-tetrad-4-kl-Prosv;;180026649;55623687;;год выпуска;2021-2022;Автор;Демидова М.Ю.;Издательство;Просвещение
Готовимся к Всероссийской проверочной работе. Математика. Рабочая тетрадь 4 кл. (Просв.);;;1;978-5-09-090035-5;194,20;0,00;184,50;1,00000;шт;;;;Готовимся к Всероссийской проверочной работе. Математика. Рабочая тетрадь 4 кл. (Просв.);;;Gotovimsya-k-Vserossijskoj-proverochnoj-rabote-Matematika-Rabochaya-tetrad-4-kl-Prosv;;180026648;55623669;;год выпуска;2021-2022;Автор;Рыдзе О.А., Краснянская К.А.;Издательство;Просвещение
"Горяева ИЗО 3 кл. Рабочая тетрадь Твоя мастерская (ред. Неменский) (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-090956-3;256,30;0,00;243,50;1,00000;шт;;;;"Горяева ИЗО 3 кл. Рабочая тетрадь Твоя мастерская (ред. Неменский) (ФП2019 ""ИП"") (Просв.)";;;Goryaeva-IZO-3-kl-Rabochaya-tetrad-Tvoya-masterskaya-red-Nemenskij-FP2019-IP-Prosv;;180026647;55555759;;год выпуска;2021-2022;Автор;Горяева Н.А.;Издательство;Просвещение
"Горяева ИЗО 3 кл. Искусство вокруг нас  (Неменский) (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-078018-6;682,60;0,00;682,60;1,00000;шт;;;;"Горяева ИЗО 3 кл. Искусство вокруг нас  (Неменский) (ФП2019 ""ИП"") (Просв.)";;;Goryaeva-IZO-3-kl-Iskusstvo-vokrug-nas-Nemenskij-FP2019-IP-Prosv;;180026646;55588130;;год выпуска;2021;Автор;Горяева Н.А., Неменская Л.А., Питерских А.С.;Издательство;Просвещение
Горецкий (Школа России) Тренажер по чтению. Букварный период.Формируем навыки чтения. 1 кл.(Просв.);;;1;978-5-09-088999-5;131,50;0,00;124,90;1,00000;шт;;;;Горецкий (Школа России) Тренажер по чтению. Букварный период.Формируем навыки чтения. 1 кл.(Просв.);;;Goreckij-Shkola-Rossii-Trenazher-po-chteniyu-Bukvarnyj-period-Formiruem-navyki-chteniya-1-kl-Prosv;;180026645;65647471;;год выпуска;2021-2022;Автор;Самойлова М.И.;Издательство;Просвещение/Союз
"Горецкий (Школа России) Прописи к азбуке В четырех частях Ч.4 (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-089132-5;129,30;0,00;122,80;1,00000;шт;;;;"Горецкий (Школа России) Прописи к азбуке В четырех частях Ч.4 (ФП2019 ""ИП"") (Просв.)";;;Goreckij-Shkola-Rossii-Propisi-k-azbuke-V-chetyreh-chastyah-Ch-4-FP2019-IP-Prosv;;180026644;55639160;;год выпуска;2021-2022;Автор;Горецкий В.Г., Федосова Н.А.;Издательство;Просвещение
"Горецкий (Школа России) Прописи к азбуке В четырех частях Ч.3 (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-089131-8;129,30;0,00;122,80;1,00000;шт;;;;"Горецкий (Школа России) Прописи к азбуке В четырех частях Ч.3 (ФП2019 ""ИП"") (Просв.)";;;Goreckij-Shkola-Rossii-Propisi-k-azbuke-V-chetyreh-chastyah-Ch-3-FP2019-IP-Prosv;;180026643;55639159;;год выпуска;2021-2022;Автор;Горецкий В.Г., Федосова Н.А.;Издательство;Просвещение
"Горецкий (Школа России) Прописи к азбуке В четырех частях Ч.2 (ФП2019 ""ИП"")  (Просв.)";;;1;978-5-09-089130-1;129,30;0,00;122,80;1,00000;шт;;;;"Горецкий (Школа России) Прописи к азбуке В четырех частях Ч.2 (ФП2019 ""ИП"")  (Просв.)";;;Goreckij-Shkola-Rossii-Propisi-k-azbuke-V-chetyreh-chastyah-Ch-2-FP2019-IP-Prosv;;180026642;55639158;;год выпуска;2021-2022;Автор;Горецкий В.Г., Федосова Н.А.;Издательство;Просвещение
"Горецкий (Школа России) Прописи к азбуке В четырех частях Ч.1 (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-089129-5;129,30;0,00;122,80;1,00000;шт;;;;"Горецкий (Школа России) Прописи к азбуке В четырех частях Ч.1 (ФП2019 ""ИП"") (Просв.)";;;Goreckij-Shkola-Rossii-Propisi-k-azbuke-V-chetyreh-chastyah-Ch-1-FP2019-IP-Prosv;;180026641;55639157;;год выпуска;2021-2022;Автор;Горецкий В.Г., Федосова Н.А.;Издательство;Просвещение
"Горецкий (Школа России) Обучение грамоте. Тесты 1 класс.  (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-078423-8;150,70;0,00;143,20;1,00000;шт;;;;"Горецкий (Школа России) Обучение грамоте. Тесты 1 класс.  (ФП2019 ""ИП"") (Просв.)";;;Goreckij-Shkola-Rossii-Obuchenie-gramote-Testy-1-klass-FP2019-IP-Prosv;;180026640;55639608;;год выпуска;2021;Автор;Игнатьева Т.В.;Издательство;Просвещение
"Горецкий (Школа России) Азбука 1 кл. в 2-х ч. Ч.2(ФП2019 ""ИП"")(Просв.)";;;1;978-5-09-089043-4;514,30;0,00;514,30;1,00000;шт;;;;"Горецкий (Школа России) Азбука 1 кл. в 2-х ч. Ч.2(ФП2019 ""ИП"")(Просв.)";;;Goreckij-Shkola-Rossii-Azbuka-1-kl-v-2-h-ch-Ch-2-FP2019-IP-Prosv;;180026639;55637228;;год выпуска;2021-2022;Автор;Горецкий В.Г., Кирюшкин В.А., Виноградская Л.А.;Издательство;Просвещение
"Горецкий (Школа России) Азбука 1 кл. в 2-х ч. Ч.1(ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-089042-7;514,30;0,00;514,30;1,00000;шт;;;;"Горецкий (Школа России) Азбука 1 кл. в 2-х ч. Ч.1(ФП2019 ""ИП"") (Просв.)";;;Goreckij-Shkola-Rossii-Azbuka-1-kl-v-2-h-ch-Ch-1-FP2019-IP-Prosv;;180026638;55637229;;год выпуска;2021-2022;Автор;Горецкий В.Г., Кирюшкин В.А., Виноградская Л.А.;Издательство;Просвещение
